golden_id,pair_id,customer_tweet_id,customer_text,reference_reply,intent,should_escalate,escalation_reason,notes
89,22988,2689073,so uHhhHh ever gonna let me listen to hello by seventeen,"Hey Alma! Fingers crossed we'll be able to have it available soon, but there's info about Spotify content here: /JT",content_availability,False,none,Catalogue gap for a specific track. Weak label said other; disagree.
90,29430,2613415,Can I get a 30 day free trial if I upgrade to premium with UNIdays as I am a student and want to try before I buy?,Hi Hannah! We'd like to check your account backstage. Could you DM us your email address? We'll be waiting here /NY,subscription_plan,True,needs_account_access,Student plan plus trial eligibility - plan state and a policy exception. Weak label agrees.
91,26162,2308408,if made a feature where you could listen to what the people around you are listening to that would be so amazing to me,"Hey Sara, this sounds like a great idea! Suggest it in our Community at and get support from other users 🙂 /CH",feature_request,False,none,Wants a nearby-listeners feature. Weak label agrees.
92,20868,1598313,iPhone X app optimization coming soon?,"We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /JS",feature_request,False,none,"iPhone X optimisation timing; same call as rows 12, 39 and 116. Weak label said other; disagree."
93,39590,567961,how come the invitation to join my families Spotify premium isn’t sending??? 😤😭😢 they’ve tried to email it to me 5 million times. HELP I NEED MA PREMIUM BACK,"Hey Kalley! The cavalry's here. Can you DM us the plan owner's email address, as well as yours? We'll take a look under the hood /KB",subscription_plan,True,needs_account_access,Family plan invite is not arriving. Weak label agrees.
94,26159,2308414,"so why did I make a Playlist yesterday and now all the songs just changed? The suggested songs are songs that fit to the actual Playlist, but the songs in the Playlist I've never listened to.","Hey Kaden! Suggested tracks are part of our Free service on mobile, but you can reduce them by adding more artists into your playlists /RH",library_playlist_issue,False,none,"Their own new playlist filled with suggested tracks. The brand's answer is the published explanation of suggested tracks on the free tier - in-thread, no account needed. Weak label agrees."
95,28082,2504228,why have I gotta be on your Beta programme to get an optimised app for my iPhone X?,"Hi there! It's not necessary, but it would be a great help for us to optimize the app on iPhone X as soon as possible. We hope that clears things up /JM",feature_request,False,none,"Asks why iPhone X optimisation requires the beta programme - same device-support cluster as rows 12, 39, 92 and 116, phrased as a complaint. Weak label said other; disagree."
96,32095,619736,"can yall like put pentagon demo_02 on spotify already, i know it came out like an hour ago but I JUST WANT TO SUPPORT MY BOYS","Hey there! We’d love to have all of their stuff available, but we have some info about content here: /JP",content_availability,False,none,New release not in the catalogue yet. Weak label agrees.
97,36340,2916586,Hey why are you loadinggggg ? I’m dying at work over here,Hey Kim! Everything should be running smoothly now. Let us know if this is still happening /GS,app_bug,False,none,Client stuck loading during a service wobble; same call as row 9. Weak label said other; disagree.
98,36546,2919260,is ur website down cant get my play list,Hey Craig! Thanks for letting us know. Everything’s looking good on our end now - are you still having this issue? /FR,app_bug,False,none,"Asks whether the website is down. The playlist is mentioned but the blocker is the site, so app_bug not library_playlist_issue (tie-break 3). Weak label said other; disagree."
99,26074,2306616,"I was logged out of spotify, when I logged back in my username was replaced with a bunch of numbers, all of my library and playlists were gone and premium was also gone, this also reactivated my facebook which was not linked, please help","Hey there, that doesn't sound right! Could you DM us your Spotify account's email address? We'll take a look under the hood /BH",account_access,True,needs_account_access,"HARD CALL. After a logout the username became a random string and library, playlists and Premium all vanished, with Facebook re-linked. The lost library is a symptom; the root cause is that they are in the wrong/duplicated account, which only a human with the account can untangle. Weak label said library_playlist_issue; disagree."
100,27831,2473667,"new to Spotify, why is this my username and why can't I change it?!","Hi there! Right now, it's not possible to choose a username at sign-up, but you can add a display name instead. Other Spotify users will see this name when they visit your profile. Let us know if you have other questions /GK",how_to_question,False,none,"'Why is this my username and why can't I change it' is a profile-settings policy question, not an access failure - the brand answers it publicly (usernames are auto-assigned, set a display name). Weak label said account_access on the keyword 'username'; disagree."
101,20390,1538209,an unknown device has somehow connected to my spotify. Can I get some help?,Hi! We’d recommend reaching out to our friends at Ticketmaster about this: /RB,account_access,True,needs_account_access,"An unknown device is connected to the account - a possible compromise, so the account must be checked. Note the reference reply is plainly wrong here (it sends the customer to Ticketmaster), which is exactly why the guide labels the message, not the reply. Weak label said other; disagree."
102,26130,2307509,will Taylor Swift put her new album Reputation on spotify? thanks,"Hi! Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned. For now, check out the singles: /NQ",content_availability,False,none,Album not yet on the service; brand gives the standard content answer. Weak label agrees.
103,34897,2736066,"someone hacked my account and I've lost my playlists, can I retrieve them?",Hi there! We’re sorry to hear that. Check out for what to do next /AK,account_access,True,needs_account_access,"HARD CALL. 'Someone hacked my account and I've lost my playlists.' Two intents; tie-break 1 gives it to account_access, and a hacked account is the highest-harm row type in the set. The brand answered with a self-serve link, but no agent should promise playlist recovery on a compromised account without looking at it. Weak label said library_playlist_issue; disagree."
104,39445,563490,Will Android ever get the swipe on the track ability to queue or add to saved music option? I would love it and so would a ton of others! Makes it easy to add in the car.,Hey there! We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /NQ,feature_request,False,none,Wants swipe-to-queue on Android. Weak label agrees.
105,19977,1519382,Is Hypnotoad on yet?,"Hey! We’d love to have ALL the GLORY of HYPNOTOAD available, but we have some info about content here: /QI",content_availability,False,none,Joke catalogue request; the brand plays along and gives the content answer. Weak label said other; disagree.
106,39552,554118,"Hey, I'm currently buying premium per month, but want the yearly subscription offer you're doing. Do I need to cancel my subscription then resubscribe to do this?","1: Hey Nicola! If you're subscribed to Premium through our website, and using a recurring payment method such as a debit/credit card, you just need to cancel it at Afterwards, just head to to sign up for the annual...",subscription_plan,True,needs_account_access,"HARD CALL. 'Do I need to cancel and resubscribe to move to the annual plan?' is a pure how-to that the brand answered fully in public. Still escalated, because the whole subscription_plan class escalates and the taxonomy names this exact case as the accepted cost of the boundary. Weak label agrees."
107,30138,2670119,"can you please make it so that I can save more music to my account... for real... my collection isn't even that epic... I just listen to like 34093240983 things... I'll pay for that service, additionally. #MakeItHappen 👁️👁️","We hear you! We’d love to see your vote, and hear your feedback on this idea: In the meantime, just give us a shout if we can help you with anything else /DR",feature_request,False,none,"Wants a higher library save limit and offers to pay for it. Requesting a limit change, not reporting lost saves, so feature_request not library_playlist_issue. Weak label agrees."
108,29839,2645734,Don’t you just love it when deletes about half of your songs for no reason 🙃 how do I️ fix this ?!?!,Hi there! Help's here. Can you DM us your account's username or email address? We'll take a look under the hood /DN,library_playlist_issue,True,needs_account_access,"Half their saved songs disappeared and the brand's reply is a pure DM deflect for the account, with no published fix offered - guide rule (b)9, same as rows 43, 136 and 145. Contrast row 23, where the brand answered the same class of complaint in-thread with the 'Downloads unexpectedly removed' article and the row stays auto-handleable. Weak label said how_to_question on 'how do I fix'; disagree."
109,40040,594072,"Im trying to add a new account to my family account but it says the account is allready registered with facebook, however when i click the login with facebook button it says there's the facebookaccount is not registered with spotify","Hey Kris, help's here! Could you send us the account's email address via DM? We'll take a look and see what we can suggest 🔍 /DB",subscription_plan,True,needs_account_access,"CLOSE CALL with account_access. The operation is adding a member to a family plan; the Facebook-registration error is the symptom. They are not locked out of their own account (contrast row 63), so subscription_plan. Weak label said account_access; disagree."
110,32112,619680,accidentally revoked a 3rd party app and i can’t re-gain access to it. how do i gain access to it again??,Hey there! Can you let us know which third-party app you're referring to? We'll see what we can suggest /PB,how_to_question,False,none,"CLOSE CALL with account_access. They revoked a third-party app's access and want it back; app authorisations are account settings, but the fix is a published step the customer performs from the third-party app, and the brand handled it in-thread. Weak label agrees."
111,32261,622872,"Hey , I want to create a playlist selected from all the songs I have ever clicked ""Add to Queue"" - Can we access personal usage data, and would it include that data? Thanks!","Hey Jeffrey, we can see how that’d be useful! You can vote for the official idea here: Stay awesome 😁 /MX",feature_request,False,none,Wants a playlist built from queue history plus access to personal usage data; brand points at the idea vote. Weak label said playback_issue on 'queue'; disagree.
112,32902,694638,i can’t connect my wife with my family subscription plan. Please help,"Hey Ritchie, help's here! We've just replied to your DM. Let's carry on chatting there /DV",subscription_plan,True,needs_account_access,Cannot add a partner to the family plan. Weak label agrees.
113,21798,1699018,THANKU FOR PULLING THROUGH,You know where to find us if there's anything else /XF,other,True,out_of_scope,Pure thanks. Nothing to resolve. Weak label agrees.
114,30577,2720085,Can you please answer my DM? Thanks,Hey Nurt! We've just sent you a bit more info over DM. We'll carry on helping out there /RS,other,True,human_requested,Asks the brand to answer an existing DM; a human already owns the conversation. Labelled the same way as row 32. Weak label agrees.
115,22514,1753712,why it says like that? Solution please,"Thanks for the info. If you're trying to join a family plan, can you DM us your username or email address? We'll take a look backstage /PC",other,True,ambiguous,"'Why it says like that? Solution please' - refers to an image we do not have. The brand guessed a family plan, but nothing in the message supports that. Weak label agrees."
116,26741,2364789,When that much needed iPhone X update coming ?,Hi Ben. We hear you - we’re working on it as we speak. Stay tuned! Give us a shout if you need anything else /NH,feature_request,False,none,"iPhone X update timing; same call as rows 12, 39, 92 and 95. Weak label said app_bug; disagree."
117,37659,2979794,i try to upgrade my account to premium version using phone credits as my paymemt method. My phone credit was cutted but my account wasn't got upgrade. Pls help. Thanks!,Hey Stephanie! Help's here. Can you DM us your account's username and email address? We'll check backstage /JL,billing_and_refund,True,billing_dispute,"Phone credit was taken but the upgrade never applied - money moved without delivery, so billing beats the upgrade framing (tie-break 2). Weak label said subscription_plan; disagree."
118,38570,475205,where the frick is your sleep timer!?!? #FirstWorldProblems,"Hey Kristina! A sleep timer is a great idea. Help make it happen by adding support here: If you need anything else, just shout and we'll come running 🏃 /PK",feature_request,False,none,Wants a sleep timer; same call as row 48. 'Frick' is not abuse. Weak label said other; disagree.
119,18016,2673026,experiencing low quality audio on Win10 desktop app thru premium acct: set to HQ but distorting like 128kbps. Any ideas?,"Hey Ryan, help's here! Can you let us know the device and Spotify version you're using? We'll see what we can suggest /GK",playback_issue,False,none,"Audio is distorted despite the high-quality setting - the content plays but comes out wrong, so playback_issue not app_bug (the taxonomy's playback/app_bug boundary). Weak label said app_bug on 'desktop app'; disagree."
120,28911,2567208,what kind of ad??? why is it 2 hours??,Hey there! Can you let us know what the ad's playing? We'll take a closer look /PK,other,True,ambiguous,"A two-question fragment about an unspecified ad with no device, no account and no context; the brand had to ask what the ad was. Weak label agrees."
121,38958,508837,Why does your desktop app open quickly but then take a million damn years to load?,"Hi Jonny! The cavalry's here. What desktop (make and model), operating system, and Spotify version are you using? We'll see what we can suggest /AU",app_bug,False,none,Desktop client takes minutes to become usable; brand runs the app_bug diagnostic. Weak label agrees.
122,25718,2288867,Why isn't Nostalgia Ultra on,Hi Dil! Sometimes content is unavailable due to licensing matters. More info about this here: /DD,content_availability,False,none,Catalogue gap for a named album. Weak label said other; disagree.
123,29362,2605043,where is the album! we need the damn album! #PerfectVelvet !,"Hopefully we'll be able to have it soon, but there's info about Spotify content here: /KM",content_availability,False,none,Catalogue/release-date demand. Weak label agrees.
124,30422,2709269,"I paid for a premium family plan, all the other accounts are working but my account does not receive the premium features. My account username is sarimr_12. Please help with this issue.","Hey Sarim! We can confirm that ""sarimr_12"" is part of a Premium for Family plan. Can you send us a screenshot of your account profile as it appears on the app showing your username? Just go to Your Library and tap on the upper left corner icon. We'll take a closer look /CH",subscription_plan,True,needs_account_access,"On a family plan but not receiving Premium features - plan membership state. The message includes a Spotify username; the guide's pii reason covers card numbers, email addresses and phone numbers, and a username is not one of those, so needs_account_access stands. Weak label said account_access; disagree, they are logged in fine."
125,36081,2910958,"I challenge you to try to purchase an online gift card for a full year of Spotify Premium and really test out your customer experience, it shouldn't be this hard to give you my money! #notelephonesupport",Hey Michelle! We've just replied to your DM. We'll carry on chatting there /K,billing_and_refund,True,billing_dispute,"Cannot complete a gift-card purchase for a year of Premium. A money/checkout problem, so billing beats the UX-complaint framing (tie-break 1). The '#notelephonesupport' jab is not an explicit request for a person, so billing_dispute rather than human_requested. Weak label agrees."
126,21183,8291,"add lyrics to all songs on ur app pls, apple music can do it u can too","Hey! If you’re Premium, you can connect your Spotify account to the Musixmatch mobile app to enjoy lyrics: /JS",feature_request,False,none,Wants lyrics for all songs; brand offers the Musixmatch workaround in-thread. Weak label agrees.
127,35072,2819542,hi i have a problem with my family plan,Hi there! What's happening exactly? Can you DM us your account's email address or username? We'll take a look backstage /NQ,subscription_plan,True,needs_account_access,"'I have a problem with my family plan' and nothing else. The topic is named, so not ambiguous; the plan is account state, and needs_account_access outranks ambiguous in the guide's ordering. Weak label agrees."
128,22687,2034359,"are you working on an apple watch app, and what is your estimated release date? Might cancel subscription for apple music",Hey! Check out the official idea and add your vote to let our devs know it's something you'd like to see: /GU,feature_request,False,none,"WEAK-LABEL TRAP. Asks for an Apple Watch app and a release date; the 'might cancel subscription' line is a rhetorical threat, not a plan request. Weak label said subscription_plan on 'cancel' and 'subscription'; disagree."
129,39768,588864,. why can’t I use a Spotify gift card to pay for spotify yearly?,Hi Susan! It's not currently possible to pay for the yearly deal with a gift card. You can see the available payment methods here: /I,billing_and_refund,True,billing_dispute,"Why a gift card cannot pay for the yearly plan - a payment-method policy question. Same call as row 36; the brand answered it fully in public, which is the accepted cost of escalating the whole money class. Weak label agrees."
130,37154,2942683,"mi sono iscritta ora a Spotify e volevo usufruire della promo 3 mesi a 0,99€! Come fare? Ho potuto attivare solo la settimana di prova gratuita di premium.","Hey! We can help out in English via Twitter, but we also have Italian support via email at /PB",subscription_plan,True,needs_account_access,"non-English (Italian). Just signed up and wants the 3-months-for-0.99 EUR promo but only got the free trial week - promo eligibility on their account. The brand deflected to Italian email support, but per the guide language is not an intent and the row is labelled on content. Weak label said other; disagree."
131,35281,2839344,"I know curators are independent, but would you pass it along that one of these covers would be great for Acoustic Calm playlist? I'm working hard promoting spotify #music #hardworking",Hey there! This sounds like something for our Artist Services friends. You can reach out to them here: /KP,other,True,out_of_scope,"An artist/promoter pitching a cover for an editorial playlist; the brand routes it to Artist Services. Same creator-surface call as rows 3 and 77. Weak label said library_playlist_issue; disagree, it is not their library."
132,30116,2653000,"can't log in, cant log in to post a customer service post about not being able to log in. nice.","Hey there, help's arrived! Could you DM us your account's username or email address? We'll see what we can suggest /RE",account_access,True,needs_account_access,Cannot log in. Weak label agrees.
133,18006,1965850,"min, saya udah beli spotify premium, tp kok ga bisa download ya? pengaturan download via seluler sudah aktif padahal.","Hey! We can help out in English via Twitter, but we also have Indonesian support via email at /AY",library_playlist_issue,False,none,"non-English (Indonesian). Bought Premium but downloads do not work although the mobile-download setting is on - the downloads class, which has a published self-serve answer. The brand deflected to Indonesian email support for language reasons only; labelled on content per the guide. Weak label agrees."
134,28083,2501028,"Hi, Having issues with my payment for subscription going through. Web site just keeps saying processing. Any suggestions?",Hey Roman! Could you DM us your account's username or email address? We'll take a look backstage /TM,billing_and_refund,True,billing_dispute,Subscription payment stuck on 'processing'. Weak label agrees.
135,36533,2919303,sort urself out hun xoxo,Hey Edie! Everything should be running smoothly now. Let us know if this is still happening /FR,other,True,out_of_scope,"'sort urself out hun xoxo' - a snarky jab with no request. Mild condescension aimed at the brand, below the guide's abuse threshold (no slur, no attack on a person), so out_of_scope rather than abusive. Weak label agrees."
136,24641,2239736,I love it when randomly replaces songs on my playlists with their French renditions. #sigh,"Hey Tarik, that doesn't sound right. Can you DM us your account's email address or username? We'll take a look backstage /JE",library_playlist_issue,True,needs_account_access,"Tracks in their own playlists are being swapped for alternate (French) versions - the customer's own content changing, same class as row 94. Unlike 94, the brand's reply carries no explanation at all, just a DM deflect for the account, so guide rule (b)9 escalates it. Weak label agrees."
137,28407,2527148,"hai , mau nanya nih, akun spotify saya kok ga bisa login pas diluar negeri ya?? ada notifikasi kalau harus masukin lokasi gitu diwebsitenya.. bisa dibantu untuk penjelasannya ? thanks :)","Hey Yudhy! We can help out in English via Twitter, but we also have Indonesian support via email at /FR",account_access,True,needs_account_access,"non-English (Indonesian). Cannot log in while abroad; the site asks them to set a location. Overlaps the travel-policy question of row 76, but here they are actually locked out, so account_access. The brand deflected for language only. Weak label agrees."
138,22003,1706424,I had issues with my payment and having issues. Can we talk in DM?,Sure! Can you send us a DM with your account's email address? We'll take a look under the hood /NG,billing_and_refund,True,human_requested,"Payment problem plus an explicit 'can we talk in DM'. The explicit request outranks the money reason, same as row 19. Weak label agrees on intent."
139,28910,2567216,will you guys ever have do a live Spotify session?,"Hi Pedro! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see. If you have questions, just give us a shout /XF",other,True,out_of_scope,"Asks for live Spotify sessions - editorial programming, not a product feature, so the surface test puts it in other/out_of_scope alongside rows 41 and 142. Weak label agrees."
140,30132,2668851,tfw you realize moments before take off that removed all of your downloaded albums from your phone.,Hey Simon. Sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at They should help with this /K,library_playlist_issue,False,none,"Downloaded albums removed from the phone; brand links the 'Downloads unexpectedly removed' article. Weak label said content_availability on 'albums'; disagree, these are the customer's own downloads."
141,18189,1615885,Is there a way to combine playlists on without having to drag each individual song? #help,"Hey there! This isn't possible right now, but you can select all songs by pressing Ctrl + A then click and drag it to your playlist /KL",how_to_question,False,none,Asks for a faster way to merge playlists; the brand answers with a concrete keyboard step. Nothing is lost or broken. Weak label said library_playlist_issue; disagree.
142,19450,1452518,Hey! How do I get my podcast #RandomPodcastGenerator onto Spotify itself? Is there any quick submit form or a way to request?,"Hey there, thanks for your interest! For more info on getting your podcast on Spotify, check out: /JX",other,True,out_of_scope,"CLOSE CALL. A podcaster asking how to publish to Spotify. The brand answered with a public link, but this is the creator surface (Spotify for Podcasters), not customer support - same treatment as rows 77 and 131. The conservative call; noted as a row where the brand auto-handled and the golden does not. Weak label said feature_request; disagree."
143,25551,2293432,I would like to sign up for family plan. We would like to keep our playlists..how?,Hey William! Help's here. Can you DM us your account's email address? We'll take a look backstage /MG,subscription_plan,True,needs_account_access,Wants to move onto a family plan while keeping playlists. Weak label agrees.
144,18020,2673473,does not give me permission to log in cause i deactivated Facebook account . WTF,"Hey, help's here! Can you DM us your account's email address? We'll check backstage /GK",account_access,True,needs_account_access,"Locked out because the linked Facebook account was deactivated. 'WTF' is frustration at the situation, not abuse at a person, so not labelled abusive - the deterministic rule does fire here, a known labeller/rule disagreement (see row 70). Weak label agrees."
145,20957,2011369,was logged out of my account and now all my playlists have gone?!! Why?,"Hi Charmaine, that doesn't sound good. Can you DM us your account's email address? We'll check under the hood /NY",library_playlist_issue,True,needs_account_access,"CLOSE CALL with account_access. Logged out and the playlists are gone. There is no evidence of a hijacked account (contrast row 99), so the intent stays library_playlist_issue - but the brand's reply is a bare DM deflect for the account, so guide rule (b)9 escalates it. Weak label agrees."
146,24708,2234751,"Alright, let’s get #Reputation up now, mmkay?","Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /DF",content_availability,False,none,Catalogue demand for a named album. Weak label said other; disagree.
147,32227,21370,Hi please see my DM :),Hi there! Sorry for the delay. We can help revert your account to Free and issue a refund for the payment. Just get back to us with your date of birth and the last 4 digits of your payment card for security /CP,other,True,human_requested,"'Please see my DM' - no content in the message; a human already owns the thread. Same call as rows 32 and 114. Worth noting the brand's reply asks for date of birth and the last four card digits: exactly the data that must never be collected in public, and a good illustration of why these rows go to a human. Weak label agrees."
148,26227,2310870,"hello, u keep charging me for two months and i dont even have premium.",Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ,billing_and_refund,True,billing_dispute,Charged for two months without Premium. Weak label agrees.
149,27215,2410567,Yo I cancelled my premium account last month why was I charged again for this month 😒,Hey Madison! Can you DM us your username or email address? We'll take a look under the hood /NH,billing_and_refund,True,billing_dispute,Charged after cancelling. Weak label agrees.
150,21627,1682041,"Hi, I’ve just bought Spotify premium but I’ve received two receipts, does this mean I’ve been charged twice?","Hey Shannon, help's here! Could you DM us with your account's email address and username? We'll take a look backstage /TB",billing_and_refund,True,billing_dispute,Two receipts for one purchase - a possible double charge. Weak label agrees.
151,34324,1842975,Hey how do I change my account from a regular account to a student account? I’ve been a student for about 4 months and I haven’t had any help with this.,Hi there! Could you DM us your account's email address? We'll take a look backstage /AU,subscription_plan,True,needs_account_access,Switching to the student plan; how-to phrasing over an account operation (tie-break 5). Weak label agrees.
152,24557,2218887,.... so like when is #reputation going to be available on Spotify??,"Hey Fiona. Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: /B",content_availability,False,none,Release timing for an album not yet on the service. Weak label agrees.
153,28630,2552622,When says the next 30 min of music is ad free and then plays one song before playing another ad 🤔,"Hey Sarah, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /AU",playback_issue,False,none,The promised 30 minutes of ad-free music is interrupted by an ad. The taxonomy rejected an ads_complaint intent and routes cases like this to playback; the brand's reply (did the app crash?) treats it as a playback fault. Weak label agrees.
154,31392,2777742,"trying to renew my premium, won’t take a credit card and my bank statement is a mess. Help a brother out","Hey Brandyn, we'd love to help! Can you DM us your account's username/email address? If you're getting any error message, you can also include the screenshot in your message. We'll take a look backstage /JP",billing_and_refund,True,billing_dispute,Renewal will not accept the card. Weak label agrees.
155,34231,1049680,I'm on Android (a Pixel specifically) and when I'm casting my phone's volume keys/media controls menus don't adjust the Chromecast volume like they used to (in or out of the actual Spotify app).,Hi Carter! That's not cool. Can you let us know the Android and Spotify versions you're rocking? /QI,app_bug,False,none,"CLOSE CALL. Phone volume keys stopped controlling Chromecast volume after an update. The audio plays fine, so it is not playback; it is a device-integration regression, which the taxonomy explicitly folds into app_bug, and the brand runs the app_bug version diagnostic. Weak label said playback_issue on 'volume'; disagree."
156,31900,2805317,put their music on Spotify already damn please,"Hey, we'd love to have them on Spotify! Hopefully we will in the future. Check this out: /RB",content_availability,False,none,Catalogue request. Weak label agrees.
157,30567,2718583,any update on when Reputation will be on Spotify?,"Hey Angelica! We’ll have it available to you as soon as it’s available to us. For now, check out the singles: /JT",content_availability,False,none,"WEAK-LABEL TRAP. Release timing for an album. Weak label said app_bug because the message contains the word 'update'; disagree, nothing is broken."
158,18170,1287613,Benediction songs you recommend me are no from the Benediction band I like :) Hint:,"Hi Andrés, help's here! Can you let us know what's happening exactly? We'll see what we can suggest /NH",content_availability,False,none,"Recommendations surface a different band with the same name - an artist-identity collision in the catalogue, the listener-side version of row 77. Brand did not understand it. Weak label said other; disagree, the complaint is legible."
159,31252,2776181,"Despite logging out of everywhere and changing my password, someone is STILL using my account and saving their own playlists?!","Hey Charlotte, we’re sorry to hear that. Check out for what to do next /Q",account_access,True,needs_account_access,"Someone is still using the account after a password change and a global logout - an active compromise. Brand answered with the self-serve hacked-account link; still escalated, same as row 103, because no agent should leave an active intrusion to a link. Weak label agrees."
